,id,Photo_ArchivalDate,Photo_Provenance,Photo_KHI_Classification,Photo_AcquisitionDate,Photo_Photographer,Art_id0,Art_id_sublevel0,Art_type0,Art_title0,Art_building_name0,Art_GeoStyle0,Art_ActualState0,Art_Artist0,Art_GeoLocation0,Art_Institution0,Art_PhysLocation_Geo0,Art_PhysLocation_Name0,Art_Date0,Art_id1,Art_id_sublevel1,Art_type1,Art_title1,Art_building_name1,Art_GeoStyle1,Art_ActualState1,Art_Artist1,Art_GeoLocation1,Art_Institution1,Art_PhysLocation_Geo1,Art_PhysLocation_Name1,Art_Date1,Art_id2,Art_id_sublevel2,Art_type2,Art_title2,Art_building_name2,Art_GeoStyle2,Art_ActualState2,Art_Artist2,Art_GeoLocation2,Art_Institution2,Art_PhysLocation_Geo2,Art_PhysLocation_Name2,Art_Date2
13257scan,13257scan,2023.02.17,,,"['vor 1899', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",70013070,,Bild,Marienkrönung,,,,"Pintoricchio, Bernardino",Rom,Musei Vaticani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392609,392609,1981.09.22,"Pudelko, Georg",Mal. Ren.,,unbekannt,70013070,,Bild,Marienkrönung,,,,"Pintoricchio, Bernardino",Rom,Musei Vaticani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255588,255588,1970.01.14,,Mal. Ren.,vor 1912,Brogi,70013070,,Bild,Marienkrönung,,,,"Pintoricchio, Bernardino",Rom,Musei Vaticani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283704,283704,1973.01.02,,Mal. Bar.,,,07503032,,Bild,Maria Magdalena in Betrachtung der Dornenkrone,,,,Guercino,Neapel,Museo e Gallerie Nazionali di Capodimonte,Parma,Palazzo del Giardino,,,,,,,,,,,,,,,,,,,,,,,,,,,
13662,13662,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1903,Brogi,07503032,,Bild,Maria Magdalena in Betrachtung der Dornenkrone,,,,Guercino,Neapel,Museo e Gallerie Nazionali di Capodimonte,Parma,Palazzo del Giardino,,,,,,,,,,,,,,,,,,,,,,,,,,,
13662scan,13662scan,2022.11.23,,,"['vor 1903', '2022.10.04']","['Brogi', 'Digitallabor KHI nach historischer Vorlage']",07503032,,Bild,Maria Magdalena in Betrachtung der Dornenkrone,,,,Guercino,Neapel,Museo e Gallerie Nazionali di Capodimonte,Parma,Palazzo del Giardino,,,,,,,,,,,,,,,,,,,,,,,,,,,
13680,13680,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1903,Hanfstaengl,07503032,,Bild,Maria Magdalena in Betrachtung der Dornenkrone,,,,Guercino,Neapel,Museo e Gallerie Nazionali di Capodimonte,Parma,Palazzo del Giardino,,,,,,,,,,,,,,,,,,,,,,,,,,,
13770,13770,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1907,Brogi,70008508,,Bild,Bildnis des Pietro Leopoldo I,,,,"Lucci, Filippo",Florenz,Galleria degli Uffizi,,,1780,,,,,,,,,,,,,,,,,,,,,,,,,,
13770scan,13770scan,2022.11.23,,,"['vor 1907', '2022.10.04']","['Brogi', 'Digitallabor KHI nach historischer Vorlage']",70008508,,Bild,Bildnis des Pietro Leopoldo I,,,,"Lucci, Filippo",Florenz,Galleria degli Uffizi,,,1780,,,,,,,,,,,,,,,,,,,,,,,,,,
257700,257700,1970.03.16,,Bildnisse,vor 1907,Brogi,70008508,,Bild,Bildnis des Pietro Leopoldo I,,,,"Lucci, Filippo",Florenz,Galleria degli Uffizi,,,1780,,,,,,,,,,,,,,,,,,,,,,,,,,
13388,13388,1912,"Buerkel, Ludwig von",Mal. Ren.,1899,Bruckmann,07701890,,Bild,Der heilige Hieronymus im Studierzimmer,,,,"Catena, Vincenzo",Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13388scan,13388scan,2022.11.21,,,"['1899', '2022.10.04']","['Bruckmann', 'Digitallabor KHI nach historischer Vorlage']",07701890,,Bild,Der heilige Hieronymus im Studierzimmer,,,,"Catena, Vincenzo",Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425454,425454,1985.05.14,"Heinemann, Fritz",Mal. Ren.,,,07701890,,Bild,Der heilige Hieronymus im Studierzimmer,,,,"Catena, Vincenzo",Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13321,13321,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1912,"Verri, Candido",70013343,,Bild,"Prozessionstafel, Rückseite: Auferstandener Christus",,,,"Mattioli, Battista di Baldassare",Perugia,Museo Capitolare,Perugia,San Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,
13321scan,13321scan,2022.11.24,,,"['vor 1912', '2022.10.04']","['Verri, Candido', 'Digitallabor KHI nach historischer Vorlage']",70013343,,Bild,"Prozessionstafel, Rückseite: Auferstandener Christus",,,,"Mattioli, Battista di Baldassare",Perugia,Museo Capitolare,Perugia,San Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,
26626,26626,1925.11.10,,Mal. Ren.,,,70013343,,Bild,"Prozessionstafel, Rückseite: Auferstandener Christus",,,,"Mattioli, Battista di Baldassare",Perugia,Museo Capitolare,Perugia,San Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,
546038,546038,1998.10.06,,Mal. Ren.,,,70013343,,Bild,"Prozessionstafel, Rückseite: Auferstandener Christus",,,,"Mattioli, Battista di Baldassare",Perugia,Museo Capitolare,Perugia,San Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,
546039,546039,1998.10.06,,Mal. Ren.,,,70013343,,Bild,"Prozessionstafel, Rückseite: Auferstandener Christus",,,,"Mattioli, Battista di Baldassare",Perugia,Museo Capitolare,Perugia,San Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,
546040,546040,1998.10.06,,Mal. Ren.,,,70013343,,Bild,"Prozessionstafel, Rückseite: Auferstandener Christus",,,,"Mattioli, Battista di Baldassare",Perugia,Museo Capitolare,Perugia,San Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,
546041,546041,1998.10.06,,Mal. Ren.,,,70013343,,Bild,"Prozessionstafel, Rückseite: Auferstandener Christus",,,,"Mattioli, Battista di Baldassare",Perugia,Museo Capitolare,Perugia,San Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,
13199,13199,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1912,Hanfstaengl,70013082,,Retabel,Szenen aus dem Leben Christi,,,,"Roberti, Ercole de'",London,National Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13199scan,13199scan,2023.02.24,,,"['vor 1912', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",70013082,,Retabel,Szenen aus dem Leben Christi,,,,"Roberti, Ercole de'",London,National Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13624,13624,1912,"Buerkel, Ludwig von",Mal. Franz.,vor 1912,unbekannt,70013111,,Bild,Felsenlandschaft mit Figuren und Wasserfall,,,,"Dughet, Gaspard",Rom,Galleria Colonna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13624scan,13624scan,2023.03.01,,,"['vor 1912', '2022.10.04']","['unbekannt', 'Digitallabor KHI nach historischer Vorlage']",70013111,,Bild,Felsenlandschaft mit Figuren und Wasserfall,,,,"Dughet, Gaspard",Rom,Galleria Colonna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13359,13359,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1894,Anderson,70013094,,Bild,Männliches Bildnis,,,,"Bronzino, Agnolo",Florenz,Galleria degli Uffizi,,,1530/1532,,,,,,,,,,,,,,,,,,,,,,,,,,
13359scan,13359scan,2023.02.26,,,"['vor 1894', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",70013094,,Bild,Männliches Bildnis,,,,"Bronzino, Agnolo",Florenz,Galleria degli Uffizi,,,1530/1532,,,,,,,,,,,,,,,,,,,,,,,,,,
13650,13650,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1903,Hanfstaengl,70013028,,Bild,Der heilige Sebastian,,,,Guercino,Wien,Kunsthistorisches Museum Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13650scan,13650scan,2023.02.10,,,"['vor 1903', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",70013028,,Bild,Der heilige Sebastian,,,,Guercino,Wien,Kunsthistorisches Museum Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13407,13407,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1903,Brogi,70013137,,Bild,Der heilige Ivo,,,,Jacopo da Empoli,Florenz,"Galleria Palatina, Palazzo Pitti",,,1616,,,,,,,,,,,,,,,,,,,,,,,,,,
13407scan,13407scan,2023.03.10,,,"['vor 1903', '2022.10.04']","['Brogi', 'Digitallabor KHI nach historischer Vorlage']",70013137,,Bild,Der heilige Ivo,,,,Jacopo da Empoli,Florenz,"Galleria Palatina, Palazzo Pitti",,,1616,,,,,,,,,,,,,,,,,,,,,,,,,,
13197,13197,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1903,Hanfstaengl,70013113,,Bild,Madonna mit Kind und den Heiligen Magdalena und Martha,,,zerstört,"Gozzoli, Benozzo",Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",,,1665/1670,,,,,,,,,,,,,,,,,,,,,,,,,,
13197scan,13197scan,2023.03.02,,,"['vor 1903', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",70013113,,Bild,Madonna mit Kind und den Heiligen Magdalena und Martha,,,zerstört,"Gozzoli, Benozzo",Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",,,1665/1670,,,,,,,,,,,,,,,,,,,,,,,,,,
108234,108234,1936.02.25,Staatliche Museen zu Berlin,Mal. Ren.,,unbekannt,70013113,,Bild,Madonna mit Kind und den Heiligen Magdalena und Martha,,,zerstört,"Gozzoli, Benozzo",Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",,,1665/1670,,,,,,,,,,,,,,,,,,,,,,,,,,
13626,13626,1912,"Middeldorf, Ulrich",Mal. Bar.,vor 1912,unbekannt,70013101,,Bild,Verkündingung,,,,"Furini, Francesco",Vicchio,Museo d'Arte Sacra,,,um 1633,,,,,,,,,,,,,,,,,,,,,,,,,,
13626scan,13626scan,2023.03.01,,,"['vor 1912', '2022.10.04']","['unbekannt', 'Digitallabor KHI nach historischer Vorlage']",70013101,,Bild,Verkündingung,,,,"Furini, Francesco",Vicchio,Museo d'Arte Sacra,,,um 1633,,,,,,,,,,,,,,,,,,,,,,,,,,
463443,463443,1989.04.12,,Mal. Bar.,,unbekannt,70013101,,Bild,Verkündingung,,,,"Furini, Francesco",Vicchio,Museo d'Arte Sacra,,,um 1633,,,,,,,,,,,,,,,,,,,,,,,,,,
13688,13688,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1903,Brogi,70013004,,Bild,Die heilige Margareta von Cortona,,,,Guercino,Rom,Musei Vaticani,,,1646-1648,,,,,,,,,,,,,,,,,,,,,,,,,,
13688scan,13688scan,2023.02.03,,,"['vor 1903', '2022.10.04']","['Brogi', 'Digitallabor KHI nach historischer Vorlage']",70013004,,Bild,Die heilige Margareta von Cortona,,,,Guercino,Rom,Musei Vaticani,,,1646-1648,,,,,,,,,,,,,,,,,,,,,,,,,,
13665,13665,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1899,Brogi,70013016,,Bild,"Madonna mit Kind, dem Johannesknaben und den heiligen Evangelisten Johannes und Bartholomäus",,,,Guercino,Genua,Galleria di Palazzo Rosso,,,1652,,,,,,,,,,,,,,,,,,,,,,,,,,
13665scan,13665scan,2023.02.09,,,"['vor 1899', '2022.10.04']","['Brogi', 'Digitallabor KHI nach historischer Vorlage']",70013016,,Bild,"Madonna mit Kind, dem Johannesknaben und den heiligen Evangelisten Johannes und Bartholomäus",,,,Guercino,Genua,Galleria di Palazzo Rosso,,,1652,,,,,,,,,,,,,,,,,,,,,,,,,,
13182,13182,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1912,unbekannt,07503386,,Bild,Kalvarienberg,,florentinisch,,,Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,1401/1500,,,,,,,,,,,,,,,,,,,,,,,,,,
13182scan,13182scan,2022.11.23,,,"['vor 1912', '2022.10.04']","['unbekannt', 'Digitallabor KHI nach historischer Vorlage']",07503386,,Bild,Kalvarienberg,,florentinisch,,,Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,1401/1500,,,,,,,,,,,,,,,,,,,,,,,,,,
541609,541609,1997.08.27,Städelsches Kunstinstitut,Mal. Ren.,,"Edelmann, Ursula",07503386,,Bild,Kalvarienberg,,florentinisch,,,Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,1401/1500,,,,,,,,,,,,,,,,,,,,,,,,,,
541610,541610,1997.08.27,Städelsches Kunstinstitut,Mal. Ren.,,"Edelmann, Ursula",07503386,,Bild,Kalvarienberg,,florentinisch,,,Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,1401/1500,,,,,,,,,,,,,,,,,,,,,,,,,,
541611,541611,1997.08.27,Städelsches Kunstinstitut,Mal. Ren.,,"Edelmann, Ursula",07503386,,Bild,Kalvarienberg,,florentinisch,,,Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,1401/1500,,,,,,,,,,,,,,,,,,,,,,,,,,
541612,541612,1997.08.27,Städelsches Kunstinstitut,Mal. Ren.,,"Edelmann, Ursula",07503386,,Bild,Kalvarienberg,,florentinisch,,,Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,1401/1500,,,,,,,,,,,,,,,,,,,,,,,,,,
541613,541613,1997.08.27,Städelsches Kunstinstitut,Mal. Ren.,,"Edelmann, Ursula",07503386,,Bild,Kalvarienberg,,florentinisch,,,Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,1401/1500,,,,,,,,,,,,,,,,,,,,,,,,,,
541614,541614,1997.08.27,Städelsches Kunstinstitut,Mal. Ren.,,"Edelmann, Ursula",07503386,,Bild,Kalvarienberg,,florentinisch,,,Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,1401/1500,,,,,,,,,,,,,,,,,,,,,,,,,,
541615,541615,1997.08.27,Städelsches Kunstinstitut,Mal. Ren.,,"Edelmann, Ursula",07503386,,Bild,Kalvarienberg,,florentinisch,,,Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,1401/1500,,,,,,,,,,,,,,,,,,,,,,,,,,
541616,541616,1997.08.27,Städelsches Kunstinstitut,Mal. Ren.,,"Edelmann, Ursula",07503386,,Bild,Kalvarienberg,,florentinisch,,,Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,1401/1500,,,,,,,,,,,,,,,,,,,,,,,,,,
432695,432695,1986.03.13,Vannini Parenti,Mal. Bar.,,,07502924,,Bild,Sibilla Samia,,,,Guercino,Florenz,Galleria degli Uffizi,,,1644,,,,,,,,,,,,,,,,,,,,,,,,,,
230786,230786,1968.02.07,,Mal. Bar.,,,07502924,,Bild,Sibilla Samia,,,,Guercino,Florenz,Galleria degli Uffizi,,,1644,,,,,,,,,,,,,,,,,,,,,,,,,,
392684,392684,1981.09.23,"Pudelko, Georg",Mal. Bar.,,,07502924,,Bild,Sibilla Samia,,,,Guercino,Florenz,Galleria degli Uffizi,,,1644,,,,,,,,,,,,,,,,,,,,,,,,,,
13672,13672,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1903,Hanfstaengl,07502924,,Bild,Sibilla Samia,,,,Guercino,Florenz,Galleria degli Uffizi,,,1644,,,,,,,,,,,,,,,,,,,,,,,,,,
13672scan,13672scan,2022.11.23,,,"['vor 1903', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",07502924,,Bild,Sibilla Samia,,,,Guercino,Florenz,Galleria degli Uffizi,,,1644,,,,,,,,,,,,,,,,,,,,,,,,,,
380211,380211,1980.12.16,"Meloni Trkulja, Silvia",Mal. Bar.,,,07502924,,Bild,Sibilla Samia,,,,Guercino,Florenz,Galleria degli Uffizi,,,1644,,,,,,,,,,,,,,,,,,,,,,,,,,
13684,13684,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1902,Bruckmann,70012997,,Bild,Die Geburt des Adonis,,,verschollen,Guercino,Dresden,Gemäldegalerie Alte Meister Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13684scan,13684scan,2023.02.03,,,"['vor 1902', '2022.10.04']","['Bruckmann', 'Digitallabor KHI nach historischer Vorlage']",70012997,,Bild,Die Geburt des Adonis,,,verschollen,Guercino,Dresden,Gemäldegalerie Alte Meister Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13304,13304,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1907,"Braun, Adolphe",07700658,,Bild,Heilige Familie mit Heiligen,,,,"Carpaccio, Vittore",Avignon,Musée du Petit Palais,,,um 1500,,,,,,,,,,,,,,,,,,,,,,,,,,
13304scan,13304scan,2022.11.24,,,"['vor 1907', '2022.10.04']","['Braun, Adolphe', 'Digitallabor KHI nach historischer Vorlage']",07700658,,Bild,Heilige Familie mit Heiligen,,,,"Carpaccio, Vittore",Avignon,Musée du Petit Palais,,,um 1500,,,,,,,,,,,,,,,,,,,,,,,,,,
120488,120488,1938.12.19,,Mal. Ren.,,"Braun, Adolphe",07700658,,Bild,Heilige Familie mit Heiligen,,,,"Carpaccio, Vittore",Avignon,Musée du Petit Palais,,,um 1500,,,,,,,,,,,,,,,,,,,,,,,,,,
203838,203838,1965.02.22,,Mal. Ren.,,,07700658,,Bild,Heilige Familie mit Heiligen,,,,"Carpaccio, Vittore",Avignon,Musée du Petit Palais,,,um 1500,,,,,,,,,,,,,,,,,,,,,,,,,,
203839,203839,1965.02.22,,Mal. Ren.,,,07700658,,Bild,Heilige Familie mit Heiligen,,,,"Carpaccio, Vittore",Avignon,Musée du Petit Palais,,,um 1500,,,,,,,,,,,,,,,,,,,,,,,,,,
203840,203840,1965.02.22,,Mal. Ren.,,,07700658,,Bild,Heilige Familie mit Heiligen,,,,"Carpaccio, Vittore",Avignon,Musée du Petit Palais,,,um 1500,,,,,,,,,,,,,,,,,,,,,,,,,,
203841,203841,1965.02.22,,Mal. Ren.,,,07700658,,Bild,Heilige Familie mit Heiligen,,,,"Carpaccio, Vittore",Avignon,Musée du Petit Palais,,,um 1500,,,,,,,,,,,,,,,,,,,,,,,,,,
203842,203842,1965.02.22,,Mal. Ren.,,,07700658,,Bild,Heilige Familie mit Heiligen,,,,"Carpaccio, Vittore",Avignon,Musée du Petit Palais,,,um 1500,,,,,,,,,,,,,,,,,,,,,,,,,,
330205,330205,1977.05.16,,Mal. Ren.,,"Artini, Luigi",07700658,,Bild,Heilige Familie mit Heiligen,,,,"Carpaccio, Vittore",Avignon,Musée du Petit Palais,,,um 1500,,,,,,,,,,,,,,,,,,,,,,,,,,
330206,330206,1977.05.16,,Mal. Ren.,,"Artini, Luigi",07700658,,Bild,Heilige Familie mit Heiligen,,,,"Carpaccio, Vittore",Avignon,Musée du Petit Palais,,,um 1500,,,,,,,,,,,,,,,,,,,,,,,,,,
330207,330207,1977.05.16,,Mal. Ren.,,"Artini, Luigi",07700658,,Bild,Heilige Familie mit Heiligen,,,,"Carpaccio, Vittore",Avignon,Musée du Petit Palais,,,um 1500,,,,,,,,,,,,,,,,,,,,,,,,,,
426737,426737,1985.06.28,,Mal. Ren.,,,07700658,,Bild,Heilige Familie mit Heiligen,,,,"Carpaccio, Vittore",Avignon,Musée du Petit Palais,,,um 1500,,,,,,,,,,,,,,,,,,,,,,,,,,
426738,426738,1985.06.28,,Mal. Ren.,,,07700658,,Bild,Heilige Familie mit Heiligen,,,,"Carpaccio, Vittore",Avignon,Musée du Petit Palais,,,um 1500,,,,,,,,,,,,,,,,,,,,,,,,,,
496117,496117,1994.05.09,"Vertova, Luisa",Mal. Ren.,,,07700658,,Bild,Heilige Familie mit Heiligen,,,,"Carpaccio, Vittore",Avignon,Musée du Petit Palais,,,um 1500,,,,,,,,,,,,,,,,,,,,,,,,,,
13242,13242,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1893,Alinari,70013100,,Wandbild,Madonna mit Kind und Heiligen,,,,Perugino,,,Perugia,San Lorenzo,1500/1510,,,,,,,,,,,,,,,,,,,,,,,,,,
13242scan,13242scan,2023.03.01,,,"['vor 1893', '2022.10.04']","['Alinari', 'Digitallabor KHI nach historischer Vorlage']",70013100,,Wandbild,Madonna mit Kind und Heiligen,,,,Perugino,,,Perugia,San Lorenzo,1500/1510,,,,,,,,,,,,,,,,,,,,,,,,,,
13178,13178,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1903,Hanfstaengl,70013083,,Predella,Pietà mit Maria und Heiligen,,,zerstört,"Crivelli, Carlo",Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13178scan,13178scan,2023.02.24,,,"['vor 1903', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",70013083,,Predella,Pietà mit Maria und Heiligen,,,zerstört,"Crivelli, Carlo",Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13355,13355,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,70013095,,Bild,"Venus, Amor und Satyr",,,,"Bronzino, Agnolo",Rom,Galleria Colonna,,,um 1555,,,,,,,,,,,,,,,,,,,,,,,,,,
13355scan,13355scan,2023.02.26,,,"['vor 1899', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",70013095,,Bild,"Venus, Amor und Satyr",,,,"Bronzino, Agnolo",Rom,Galleria Colonna,,,um 1555,,,,,,,,,,,,,,,,,,,,,,,,,,
13444,13444,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1915,Hanfstaengl,07704807,,Bild,Büßende Magdalena,,,,"Rizzoli, Giovanni Pietro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13444scan,13444scan,2022.11.21,,,"['vor 1915', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",07704807,,Bild,Büßende Magdalena,,,,"Rizzoli, Giovanni Pietro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13692,13692,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1899,Alinari,70013017,,Bild,Die heilige Franziska von Rom,,,,Guercino,Turin,Galleria Sabauda,,,1656,,,,,,,,,,,,,,,,,,,,,,,,,,
13692scan,13692scan,2023.02.09,,,"['vor 1899', '2022.10.04']","['Alinari', 'Digitallabor KHI nach historischer Vorlage']",70013017,,Bild,Die heilige Franziska von Rom,,,,Guercino,Turin,Galleria Sabauda,,,1656,,,,,,,,,,,,,,,,,,,,,,,,,,
13742,13742,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1912,unbekannt,70013029,,Bild,Kopf der Samariterin,,,Fragment,"Ricci, Sebastiano",Belluno,Museo Civico di Belluno,Belluno,Villa Belvedere,1718,,,,,,,,,,,,,,,,,,,,,,,,,,
13742scan,13742scan,2023.02.10,,,"['vor 1912', '2022.10.04']","['unbekannt', 'Digitallabor KHI nach historischer Vorlage']",70013029,,Bild,Kopf der Samariterin,,,Fragment,"Ricci, Sebastiano",Belluno,Museo Civico di Belluno,Belluno,Villa Belvedere,1718,,,,,,,,,,,,,,,,,,,,,,,,,,
302243,302243,1974.11.05,"Hueck, Irene",Mal. Bar.,,Brogi,70013029,,Bild,Kopf der Samariterin,,,Fragment,"Ricci, Sebastiano",Belluno,Museo Civico di Belluno,Belluno,Villa Belvedere,1718,,,,,,,,,,,,,,,,,,,,,,,,,,
13209,13209,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1907,"Braun, Adolphe",70013114,,Bild,Anbetung des Christuskindes,,,,Diamante di Feo,Paris,Musée du Louvre,,,1470/1472,,,,,,,,,,,,,,,,,,,,,,,,,,
13209scan,13209scan,2023.03.02,,,"['vor 1907', '2022.10.04']","['Braun, Adolphe', 'Digitallabor KHI nach historischer Vorlage']",70013114,,Bild,Anbetung des Christuskindes,,,,Diamante di Feo,Paris,Musée du Louvre,,,1470/1472,,,,,,,,,,,,,,,,,,,,,,,,,,
392979,392979,1981.10.14,"Pudelko, Georg",Mal. Ren.,1932,"Giraudon, Adolphe et Georges (A.G. phot.)",70013114,,Bild,Anbetung des Christuskindes,,,,Diamante di Feo,Paris,Musée du Louvre,,,1470/1472,,,,,,,,,,,,,,,,,,,,,,,,,,
13627,13627,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1912,unbekannt,70013102,,Bild,Erminia und Vafrino mit dem verwundeten Tancred,,,,"Turchi, Alessandro (1578)",Budapest,Szépmüvészeti Múzeum,,,um 1633,,,,,,,,,,,,,,,,,,,,,,,,,,
13627scan,13627scan,2023.03.01,,,"['vor 1912', '2022.10.04']","['unbekannt', 'Digitallabor KHI nach historischer Vorlage']",70013102,,Bild,Erminia und Vafrino mit dem verwundeten Tancred,,,,"Turchi, Alessandro (1578)",Budapest,Szépmüvészeti Múzeum,,,um 1633,,,,,,,,,,,,,,,,,,,,,,,,,,
13617,13617,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1912,unbekannt,70013211,,Bild,Junge mit Falken,,,,"Balassi, Mario",Sankt Petersburg,Staatliche Ermitage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13617scan,13617scan,2023.04.14,,,"['vor 1912', '2022.10.04']","['Brogi', 'Digitallabor KHI nach historischer Vorlage']",70013211,,Bild,Junge mit Falken,,,,"Balassi, Mario",Sankt Petersburg,Staatliche Ermitage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13723,13723,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1900,Anderson,70013005,,Bild,Gruppenporträt der Familie des Künstlers mit Musikinstrumenten,,,,"Nuvolone, Carlo Francesco",Mailand,Pinacoteca di Brera,,,1649-1651,,,,,,,,,,,,,,,,,,,,,,,,,,
13723scan,13723scan,2023.02.03,,,"['vor 1900', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",70013005,,Bild,Gruppenporträt der Familie des Künstlers mit Musikinstrumenten,,,,"Nuvolone, Carlo Francesco",Mailand,Pinacoteca di Brera,,,1649-1651,,,,,,,,,,,,,,,,,,,,,,,,,,
298608,298608,1974.05.09,,Mal. Bar.,,unbekannt,70013005,,Bild,Gruppenporträt der Familie des Künstlers mit Musikinstrumenten,,,,"Nuvolone, Carlo Francesco",Mailand,Pinacoteca di Brera,,,1649-1651,,,,,,,,,,,,,,,,,,,,,,,,,,
13440,13440,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1896,Alinari,70013138,,Bild,Frauenbildnis,,toskanisch,,,Florenz,"Galleria Palatina, Palazzo Pitti",,,1520,,,,,,,,,,,,,,,,,,,,,,,,,,
13440scan,13440scan,2023.03.10,,,"['vor 1896', '2022.10.04']","['Alinari', 'Digitallabor KHI nach historischer Vorlage']",70013138,,Bild,Frauenbildnis,,toskanisch,,,Florenz,"Galleria Palatina, Palazzo Pitti",,,1520,,,,,,,,,,,,,,,,,,,,,,,,,,
